項目名,トンネル番号,,,,
適用,高速票,,,,
説明,交通事故がトンネル内で発生した場合、そのトンネルの固有番号をいう。,,,,
,,,,,
コード（都道府県）,コード（路線）,コード（トンネル番号）,トンネル名,,
93,4701,035,白岳第２,,
93,4701,037,万恵第１,,
93,4701,039,万恵第２,,
93,4701,041,小鶴,,
93,4701,043,屋形,,
93,4701,045,柚木河内,,
93,4701,047,淡島,,
93,4701,049,加久藤,,
93,4702,002,塚原,,
93,4702,004,大平山,,
93,4702,006,八丁山,,
93,4702,008,段,,
93,4702,010,横石,,
93,4702,012,原女木,,
93,4702,014,生名子,,
93,4702,016,馬廻,,
93,4702,018,上片岩,,
93,4702,020,坊ノ木場,,
93,4702,022,古屋敷,,
93,4702,024,大手木,,
93,4702,026,日光谷,,
93,4702,028,鮎帰,,
93,4702,030,登俣,,
93,4702,032,肥後,,
93,4702,034,白岳第１,,
93,4702,036,白岳第２,,
93,4702,038,万恵第１,,
93,4702,040,万恵第２,,
93,4702,042,小鶴,,
93,4702,044,屋形,,
93,4702,046,柚木河内,,
93,4702,048,淡島,,
93,4702,050,加久藤,,
93,4715,101,高木,,
93,4715,103,鶴山谷,,
93,4715,105,大平,,
93,4715,107,河内,,
93,4715,109,田代第一,,
93,4715,111,田代第二,,
93,4716,102,高木,,
93,4716,104,鶴山谷,,
93,4716,106,大平,,
93,4716,108,河内,,
93,4716,110,田代第一,,
93,4716,112,田代第二,,
93,5000,001,妙見,,
93,5000,002,古麓第一,,
93,5000,003,古麓第二,,
93,5000,004,二見,,
93,5000,005,新赤松,,
93,5000,006,新佐敷,,
93,5000,007,乙千屋,,
93,5000,008,花岡,,
93,5000,009,湯治,,
93,5000,010,湯浦,,
93,5000,011,新津奈木,,
93,5000,012,小津奈木,,
93,5001,001,妙見,,
93,5001,002,古麓第一,,
93,5001,003,古麓第二,,
93,5001,004,二見,,
93,5001,005,新赤松,,
93,5001,006,新佐敷,,
93,5001,007,乙千屋,,
93,5001,008,花岡,,
93,5001,009,湯治,,
93,5001,010,湯浦,,
93,5001,011,新津奈木,,
93,5001,012,小津奈木,,
94,4713,001,萩尾,,
94,4713,004,代太郎,,
94,4713,005,岩室,,
94,4713,006,水分,,
94,4713,007,福万山,,
94,4713,032,名里,,
94,4713,033,鷹栖,,
94,4713,038,扇山,,
94,4713,039,乙原,,
94,4713,040,向ヶ平,,
94,4713,041,隠山,,
94,4713,042,鳥越,,
94,4713,043,挟間,,
94,4714,001,萩尾,,
94,4714,004,代太郎,,
94,4714,005,岩室,,
94,4714,006,水分,,
94,4714,007,福万山,,
94,4714,008,扇山,,
94,4714,009,乙原,,
94,4714,010,向ヶ平,,
94,4714,011,隠山,,
94,4714,012,鳥越,,
94,4714,013,挟間,,
94,4714,032,名里,,
94,4714,033,鷹栖,,
94,4721,026,中津,,
94,4721,027,今仁,,
94,4721,028,赤尾第１,,
94,4721,029,赤尾第２,,
94,4721,030,赤尾第３,,
94,4721,045,九六位,,
94,4721,046,臼杵,,
94,4721,047,臼津,,
94,4721,052,津久見,,
94,4721,053,西ノ内,,
94,4721,054,尺間山,,
94,4721,055,床木,,
94,4721,056,上岡,,
94,4721,057,佐伯,,
94,4721,058,大長瀬,,
94,4721,059,谷川,,
94,4721,060,山口第一,,
94,4721,061,山口第二,,
94,4721,062,山口三軒屋,,
94,4721,063,山口下孫四郎,,
94,4721,064,野々河内,,
94,4721,065,森崎,,
94,4721,066,丸市尾,,
94,4721,067,浦之迫,,
94,4721,068,葛原,,
94,4721,069,陣が峰,,
94,4722,015,九六位,,
94,4722,016,臼杵,,
94,4722,017,臼津,,
94,4722,022,津久見,,
94,4722,023,西ノ内,,
94,4722,024,尺間山,,
94,4722,025,床木,,
94,4722,070,上岡,,
94,4722,071,佐伯,,
94,4722,072,大長瀬,,
94,4722,073,谷川,,
94,4722,074,山口第一,,
94,4722,075,山口第二,,
94,4722,076,山口三軒屋,,
94,4722,077,山口下孫四郎,,
94,4722,078,野々河内,,
94,4722,079,森崎,,
94,4722,080,丸市尾,,
94,4722,081,浦之迫,,
94,4722,082,葛原,,
94,4722,083,陣が峰,,
94,4722,085,中津,,
94,4722,086,今仁,,
94,4722,087,赤尾第１,,
94,4722,088,赤尾第２,,
94,4722,089,赤尾第３,,
94,5000,014,香下,,
94,5001,014,香下,,
94,5004,048,南端,,
94,5004,049,豊岡第二,,
94,5004,050,法花寺第一,,
94,5004,051,法花寺第二,,
94,5005,018,南端,,
94,5005,019,豊岡第二,,
94,5005,020,法花寺第一,,
94,5005,021,法花寺第二,,
94,5011,090,城山,,
94,5011,092,西抹,,
94,5011,094,田口,,
94,5012,091,城山,,
94,5012,093,西抹,,
94,5012,095,田口,,
95,4701,005,加久藤,,
95,4702,006,加久藤,,
95,4703,001,天神,,
95,4703,003,片井野,,
95,4704,002,天神,,
95,4704,004,片井野,,
95,4723,004,陣が峰,,
95,4723,005,北浦,,
95,4723,006,熊野江第一,,
95,4723,007,熊野江第二,,
95,4723,008,須美江,,
95,4723,009,家田小麦山,,
95,4723,010,家田,,
95,4723,011,門川第一,,
95,4723,012,門川第二,,
95,4723,013,日向第一,,
95,4723,014,日向第二,,
95,4723,015,富高第一,,
95,4723,016,富高第二,,
95,4723,017,比良山,,
95,4723,018,平岩第一,,
95,4723,019,平岩第二,,
95,4723,020,幸脇,,
95,4723,021,鹿場第一,,
95,4723,022,鹿場第二,,
95,4723,023,落鹿,,
95,4723,024,丸目,,
95,4723,025,芳ノ元,,
95,4723,026,丸平,,
95,4723,027,椿山,,
95,4723,028,山仮屋,,
95,4723,029,猪八重,,
95,4723,030,二之河内,,
95,4723,031,寺山第一,,
95,4723,032,寺山第二,,
95,4723,033,寺山第三,,
95,4723,034,年見第一,,
95,4723,035,年見第二,,
95,4724,004,陣が峰,,
95,4724,005,北浦,,
95,4724,006,熊野江第一,,
95,4724,007,熊野江第二,,
95,4724,008,須美江,,
95,4724,009,家田小麦山,,
95,4724,010,家田,,
95,4724,011,門川第一,,
95,4724,012,門川第二,,
95,4724,013,日向第一,,
95,4724,014,日向第二,,
95,4724,015,富高第一,,
95,4724,016,富高第二,,
95,4724,017,比良山,,
95,4724,018,平岩第一,,
95,4724,019,平岩第二,,
95,4724,020,幸脇,,
95,4724,021,鹿場第一,,
95,4724,022,鹿場第二,,
95,4724,023,落鹿,,
95,4724,024,丸目,,
95,4724,025,芳ノ元,,
95,4724,026,丸平,,
95,4724,027,椿山,,
95,4724,028,山仮屋,,
95,4724,029,猪八重,,
95,4724,030,二之河内,,
95,4724,031,寺山第一,,
95,4724,032,寺山第二,,
95,4724,033,寺山第三,,
95,4724,034,年見第一,,
95,4724,035,年見第二,,
95,5011,021,土々呂,,
95,5011,022,加草,,
95,5012,021,土々呂,,
95,5012,022,加草,,
95,5021,023,北川,,
95,5021,024,的野,,
95,5021,025,須佐,,
95,5021,026,差木野,,
95,5021,027,大峡,,
95,5021,028,桜ヶ丘,,
95,5021,029,祝子,,
95,5021,030,新宇和田,,
95,5021,031,三須,,
95,5021,032,寺畑谷第一,,
95,5021,033,寺畑谷第二,,
95,5021,034,屋敷内第一,,
95,5021,035,屋敷内第二,,
95,5021,036,石田,,
95,5022,023,北川,,
95,5022,024,的野,,
95,5022,025,須佐,,
95,5022,026,差木野,,
95,5022,027,大峡,,
95,5022,028,桜ヶ丘,,
95,5022,029,祝子,,
95,5022,030,新宇和田,,
95,5022,031,三須,,
95,5022,032,寺畑谷第一,,
95,5022,033,寺畑谷第二,,
95,5022,034,屋敷内第一,,
95,5022,035,屋敷内第二,,
95,5022,036,石田,,
95,5031,098,蔵田,,
95,5031,099,駄小屋,,
95,5031,100,久保山,,
95,5031,101,曽木,,
95,5031,102,岡元,,
95,5031,103,小川,,
95,5031,104,高野,,
95,5032,098,蔵田,,
95,5032,099,駄小屋,,
95,5032,100,久保山,,
95,5032,101,曽木,,
95,5032,102,岡元,,
95,5032,103,小川,,
95,5032,104,高野,,
96,4701,111,木原,,
96,4701,113,小野,,
96,4701,115,田上,,
96,4702,112,木原,,
96,4702,114,小野,,
96,4702,116,田上,,
96,4725,127,蓑掛,,
96,4725,129,薄木,,
96,4725,131,上野原,,
96,4726,128,蓑掛,,
96,4726,130,薄木,,
96,4726,132,上野原,,
96,5001,117,細田口,,
96,5001,133,大里,,
96,5001,135,金山,,
96,5001,137,都,,
96,5001,140,宮里,,
96,5002,118,細田口,,
96,5002,134,大里,,
96,5002,136,金山,,
96,5002,138,都,,
96,5002,141,宮里,,
96,5005,119,西陵,,
96,5005,121,広木,,
96,5005,123,山田,,
96,5006,120,西陵,,
96,5006,122,広木,,
96,5006,124,山田,,
96,5007,125,野久美田,,
96,5008,126,野久美田,,
96,5009,139,新武岡,,
97,4741,001,喜舎場,,
97,4742,002,喜舎場,,
97,5001,001,豊見城,,
97,5002,002,豊見城,,
